symbol,expiry,tte,und_price,0.85,0.85_str,0.7,0.7_str,0.5,0.5_str,0.3,0.3_str,0.15,0.15_str,data_collection_time
MSFT,2022-09-30,0.002380952380952381,235.15499877929688,0.6287712550420738,227.84747063821544,0.5951540605556445,231.62921832725974,0.5612880203579756,235.24302252243533,0.5380173859677558,238.5697004284308,0.5250916842520847,241.6954937451303,2022-09-29 12:58:58.208120
MSFT,2022-09-30,0.0021825396825396826,235.27000427246094,0.6576749990277707,227.93766308556536,0.619674413418569,231.75868310113427,0.5854654576306698,235.35796037185108,0.5604661581841476,238.68015011123083,0.5462325623139002,241.78490751772767,2022-09-29 13:00:38.274399
