,date,open,high,low,close,volume,average,barCount
0,2021-02-23 09:30:00,661.85,676.0,643.11,644.12,44732.36,658.611,21580
1,2021-02-23 09:40:00,644.67,645.34,619.0,621.37,35460.02,632.402,17896
2,2021-02-23 09:50:00,621.67,655.1,620.76,652.7,28530.52,640.809,13896
3,2021-02-23 10:00:00,652.52,672.48,651.08,671.83,19822.76,661.004,10943
4,2021-02-23 10:10:00,671.76,678.0,666.01,671.29,14905.28,671.421,7649
5,2021-02-23 10:20:00,671.29,694.24,668.22,691.27,17093.88,682.108,9076
6,2021-02-23 10:30:00,691.42,692.5,680.05,686.14,11997.27,685.958,6515
7,2021-02-23 10:40:00,686.08,706.99,685.37,704.77,15635.11,697.282,7966
8,2021-02-23 10:50:00,705.0,708.99,699.0,701.4,14051.95,702.92,7351
9,2021-02-23 11:00:00,701.55,705.0,695.66,697.49,8736.97,700.041,4497
10,2021-02-23 11:10:00,697.22,697.85,682.87,684.57,10669.0,690.089,5184
11,2021-02-23 11:20:00,684.38,688.84,682.0,687.13,9049.07,685.021,4592
12,2021-02-23 11:30:00,687.05,693.31,683.5,685.34,5506.79,688.644,2954
13,2021-02-23 11:40:00,685.54,686.83,675.27,675.35,7676.4,679.596,4039
14,2021-02-23 11:50:00,675.34,682.67,675.32,679.1,5386.83,679.655,2832
15,2021-02-23 12:00:00,678.79,678.79,670.0,674.5,6961.08,673.661,3414
16,2021-02-23 12:10:00,674.17,678.68,668.82,678.0,6116.53,673.698,3057
17,2021-02-23 12:20:00,678.34,682.99,676.22,681.25,4774.59,680.048,2484
18,2021-02-23 12:30:00,681.11,684.66,675.0,676.06,4827.0,679.244,2599
19,2021-02-23 12:40:00,675.93,675.93,670.54,673.1,4972.3,672.979,2415
20,2021-02-23 12:50:00,673.0,681.17,669.01,675.07,5281.37,675.688,2552
21,2021-02-23 13:00:00,675.08,679.6,674.0,677.83,3158.08,676.914,1609
22,2021-02-23 13:10:00,678.04,683.66,677.86,682.02,3734.86,681.112,1993
23,2021-02-23 13:20:00,682.04,692.95,680.19,691.6,5657.7,687.938,2740
24,2021-02-23 13:30:00,691.94,692.5,687.48,690.96,3696.47,690.302,1896
25,2021-02-23 13:40:00,690.98,691.1,681.67,682.73,4219.25,685.559,2093
26,2021-02-23 13:50:00,682.44,688.4,680.79,687.02,4048.89,684.372,2066
27,2021-02-23 14:00:00,686.61,690.35,684.0,688.6,3370.37,687.437,1718
28,2021-02-23 14:10:00,688.57,689.61,685.6,687.63,2623.1,687.686,1442
29,2021-02-23 14:20:00,687.65,692.78,687.27,690.48,3487.8,690.273,1797
30,2021-02-23 14:30:00,690.59,691.29,681.58,683.16,3773.2,686.534,1771
31,2021-02-23 14:40:00,683.11,687.46,683.0,683.95,2514.81,684.751,1363
32,2021-02-23 14:50:00,683.91,688.61,683.33,688.5,2522.57,686.046,1322
33,2021-02-23 15:00:00,688.62,698.0,685.54,696.82,4598.57,691.802,2310
34,2021-02-23 15:10:00,696.95,708.0,695.72,703.33,10215.79,702.512,5139
35,2021-02-23 15:20:00,703.29,712.1,702.65,711.72,8102.6,707.358,4032
36,2021-02-23 15:30:00,711.72,712.41,705.0,708.8,7776.93,708.703,3633
37,2021-02-23 15:40:00,708.68,713.61,708.37,709.08,6166.07,710.341,3435
38,2021-02-23 15:50:00,709.25,709.39,695.7,698.65,10019.95,700.927,6078
39,2021-02-24 09:30:00,711.35,724.86,704.13,712.86,23696.72,713.21,10831
40,2021-02-24 09:40:00,713.11,716.99,702.05,715.16,12508.69,708.616,7017
41,2021-02-24 09:50:00,715.36,716.18,707.65,709.31,8392.49,712.001,4319
42,2021-02-24 10:00:00,709.62,711.66,698.84,700.45,11396.45,703.053,6087
43,2021-02-24 10:10:00,699.98,707.84,694.17,706.52,11234.76,701.123,6145
44,2021-02-24 10:20:00,706.42,713.33,702.63,711.21,7891.65,709.45,4110
45,2021-02-24 10:30:00,710.88,715.69,708.0,711.99,6065.06,712.651,3076
46,2021-02-24 10:40:00,711.94,713.66,709.06,710.02,4202.63,710.94,2068
47,2021-02-24 10:50:00,709.5,719.79,708.4,717.85,5520.77,714.93,2865
48,2021-02-24 11:00:00,717.91,727.99,717.81,726.66,10458.95,723.579,5013
49,2021-02-24 11:10:00,726.73,735.0,725.0,731.8,9493.9,730.798,4817
50,2021-02-24 11:20:00,731.79,731.81,726.15,726.88,6679.13,729.169,3376
51,2021-02-24 11:30:00,727.0,731.34,725.77,729.41,4797.1,728.611,2590
52,2021-02-24 11:40:00,729.54,730.0,724.28,729.39,4062.73,726.666,2276
53,2021-02-24 11:50:00,729.45,729.93,725.21,727.66,2843.02,727.607,1506
54,2021-02-24 12:00:00,727.67,733.09,727.66,732.78,4326.06,731.113,2043
55,2021-02-24 12:10:00,732.88,735.02,731.11,731.98,4111.31,733.299,2072
56,2021-02-24 12:20:00,731.78,736.8,731.24,736.78,3801.08,733.939,1826
57,2021-02-24 12:30:00,736.83,737.78,735.0,736.54,3864.7,736.378,1735
58,2021-02-24 12:40:00,736.42,736.49,731.11,732.6,3408.69,733.747,1626
59,2021-02-24 12:50:00,732.54,733.6,730.0,730.01,3059.8,731.563,1467
60,2021-02-24 13:00:00,730.01,730.14,726.32,728.19,4378.92,728.196,1896
61,2021-02-24 13:10:00,728.15,730.4,727.33,729.99,2829.44,728.925,1291
62,2021-02-24 13:20:00,729.88,733.26,728.0,731.88,2979.56,730.366,1373
63,2021-02-24 13:30:00,731.8,734.34,731.15,731.75,2669.08,732.579,1236
64,2021-02-24 13:40:00,732.01,733.7,729.22,729.47,2335.63,731.743,1198
65,2021-02-24 13:50:00,729.42,729.78,724.6,725.52,4092.9,727.099,1806
66,2021-02-24 14:00:00,725.68,728.37,722.0,723.4,3574.19,724.581,1666
67,2021-02-24 14:10:00,723.5,727.29,722.0,726.7,3234.87,724.052,1500
68,2021-02-24 14:20:00,726.72,728.36,723.58,727.15,2676.37,726.223,1269
69,2021-02-24 14:30:00,727.44,729.6,726.45,728.74,2885.43,728.257,1258
70,2021-02-24 14:40:00,728.74,730.58,725.98,726.05,2392.43,728.579,1127
71,2021-02-24 14:50:00,726.13,727.0,725.0,725.67,1656.92,725.756,780
72,2021-02-24 15:00:00,725.64,728.97,725.22,727.88,1939.3,727.094,957
73,2021-02-24 15:10:00,727.74,733.22,726.82,731.71,3182.94,731.038,1707
74,2021-02-24 15:20:00,731.5,736.61,730.79,736.34,4217.41,733.991,2047
75,2021-02-24 15:30:00,736.36,739.42,736.35,738.08,4938.4,737.983,2776
76,2021-02-24 15:40:00,738.19,738.55,735.45,736.32,3279.69,736.529,2068
77,2021-02-24 15:50:00,736.37,745.0,736.36,742.02,9370.68,742.084,5567
78,2021-02-25 09:30:00,725.99,737.21,716.6,733.17,13590.38,727.353,6090
79,2021-02-25 09:40:00,732.86,734.48,728.41,729.96,4750.94,731.311,2748
80,2021-02-25 09:50:00,729.65,732.47,722.5,722.88,4892.56,727.547,2788
81,2021-02-25 10:00:00,723.0,725.23,717.89,722.87,6164.85,721.841,3324
82,2021-02-25 10:10:00,723.08,724.94,718.93,723.79,4462.41,722.594,2492
83,2021-02-25 10:20:00,724.41,728.98,719.69,720.16,5242.72,724.857,2671
84,2021-02-25 10:30:00,720.25,721.8,714.13,716.5,5363.15,717.546,2940
85,2021-02-25 10:40:00,716.68,720.55,710.51,713.27,4947.44,714.7,2685
86,2021-02-25 10:50:00,713.15,717.16,707.18,715.43,5675.31,712.073,2933
87,2021-02-25 11:00:00,715.28,718.8,710.8,717.77,4637.87,715.646,2429
88,2021-02-25 11:10:00,717.75,718.82,714.13,717.17,2443.74,716.667,1416
89,2021-02-25 11:20:00,717.19,719.22,713.22,714.95,3084.78,716.049,1529
