symbol,expiry,tte,und_price,0.85,0.85_str,0.7,0.7_str,0.5,0.5_str,0.3,0.3_str,0.15,0.15_str,data_collection_time
META,2022-09-30,0.002380952380952381,137.22000122070312,0.8166433104438865,131.7557684795578,0.7835932079455213,134.58013178049396,0.7563895663665131,137.3164779998854,0.7265358228630757,139.89610684840648,0.7099477756470679,142.35371614822776,2022-09-29 12:59:16.115222
META,2022-09-30,0.0021825396825396826,137.2866973876953,0.8527524379862367,131.82491144702524,0.8206908848865545,134.65283373318846,0.7919831665554159,137.3925374531418,0.7596431629072117,139.96772827028846,0.7400058165887009,142.4280170960914,2022-09-29 13:00:46.133338
